,duracion_estadia,genero,edad,ninos,tipo_acomodacion,COL,ES,IT,NL,PE,UK,US
644,5,1,46,1,1,0,1,0,0,0,0,0
647,3,0,47,1,1,0,0,0,0,1,0,0
648,4,0,32,0,1,0,0,0,0,0,1,0
649,5,1,40,0,1,1,0,0,0,0,0,0
650,5,1,42,0,1,0,0,0,0,0,0,1
651,1,1,40,0,0,0,0,0,0,1,0,0
652,4,1,38,0,0,0,0,0,0,0,0,1
653,5,1,30,0,0,0,0,0,1,0,0,0
654,1,0,38,0,1,0,0,0,0,1,0,0
655,2,1,36,1,1,0,0,1,0,0,0,0
659,4,0,37,0,1,0,0,0,0,0,0,1
660,6,0,39,1,0,1,0,0,0,0,0,0
663,2,0,35,0,1,0,0,0,0,0,0,1
665,1,0,40,1,1,0,0,1,0,0,0,0
666,4,1,43,0,1,0,0,0,0,1,0,0
667,4,0,36,0,1,0,0,0,0,0,1,0
668,2,1,37,1,1,0,0,0,0,0,0,1
669,8,1,37,0,0,1,0,0,0,0,0,0
670,4,1,42,0,1,0,0,0,1,0,0,0
671,5,1,40,1,1,0,0,0,0,0,1,0
672,3,0,42,0,0,0,0,0,0,0,0,0
673,2,1,39,0,0,0,0,0,0,0,1,0
675,4,1,42,0,1,0,0,0,1,0,0,0
677,4,1,38,1,1,0,0,0,0,1,0,0
678,4,0,41,1,1,0,0,0,0,0,0,1
679,2,0,44,1,1,0,0,0,0,0,0,0
681,2,1,32,0,0,0,0,0,0,1,0,0
682,4,0,40,1,0,0,0,1,0,0,0,0
683,5,0,46,0,0,0,0,0,0,1,0,0
684,4,0,40,0,1,1,0,0,0,0,0,0
685,2,0,40,1,1,0,0,0,0,0,0,0
686,4,0,41,0,0,0,0,1,0,0,0,0
687,7,1,31,0,0,0,0,0,0,0,0,0
688,5,1,45,0,0,0,0,0,1,0,0,0
689,2,0,47,0,0,0,1,0,0,0,0,0
690,7,1,32,0,0,0,0,0,0,0,0,1
691,6,0,42,1,1,0,0,0,1,0,0,0
692,6,1,43,1,1,0,1,0,0,0,0,0
694,4,1,41,1,1,0,0,1,0,0,0,0
695,3,0,40,1,0,0,0,0,0,0,0,1
696,4,1,46,1,0,0,0,1,0,0,0,0
697,3,1,39,1,1,0,0,0,0,0,0,0
698,5,0,44,1,1,0,1,0,0,0,0,0
699,5,1,36,1,1,0,0,0,1,0,0,0
700,2,0,38,1,1,0,0,0,0,0,0,1
701,7,0,40,1,1,0,0,0,0,0,0,1
702,3,0,47,1,1,0,0,0,0,0,0,0
704,6,0,45,1,1,0,0,0,0,1,0,0
705,5,0,42,0,0,0,0,0,0,0,0,1
706,5,1,52,1,0,0,0,0,0,0,0,0
707,3,1,37,1,1,0,0,0,0,0,0,1
708,6,0,40,1,1,1,0,0,0,0,0,0
709,7,1,43,1,0,1,0,0,0,0,0,0
710,3,1,37,1,1,0,0,0,0,0,0,1
713,5,0,41,0,0,1,0,0,0,0,0,0
714,4,1,34,1,1,1,0,0,0,0,0,0
715,3,1,34,1,1,1,0,0,0,0,0,0
716,3,0,32,0,1,0,1,0,0,0,0,0
718,3,0,42,1,0,0,0,0,0,0,1,0
719,1,1,51,1,0,0,0,0,0,0,0,1
720,6,0,40,1,1,0,0,0,0,0,1,0
721,2,0,42,1,1,1,0,0,0,0,0,0
722,1,1,48,0,0,0,1,0,0,0,0,0
723,3,0,36,0,1,0,0,0,0,0,1,0
724,3,1,41,1,0,0,0,0,0,1,0,0
725,5,1,39,0,0,0,1,0,0,0,0,0
726,4,1,40,0,1,0,0,1,0,0,0,0
728,3,1,38,0,0,0,1,0,0,0,0,0
729,2,1,46,1,0,0,0,1,0,0,0,0
730,7,0,48,1,0,0,0,0,0,0,0,1
731,2,0,44,0,1,0,0,0,1,0,0,0
732,4,1,40,1,1,0,0,0,1,0,0,0
734,2,0,32,0,1,0,0,0,0,0,0,0
735,6,1,39,1,1,0,0,0,0,0,1,0
737,4,0,46,0,0,0,0,0,0,0,0,1
738,8,0,38,1,0,1,0,0,0,0,0,0
740,1,1,43,0,1,1,0,0,0,0,0,0
741,3,0,43,1,1,0,0,0,1,0,0,0
742,4,1,43,0,1,0,0,0,0,1,0,0
743,8,1,43,0,1,0,0,0,0,0,0,1
744,5,1,42,0,1,1,0,0,0,0,0,0
745,5,1,46,1,1,0,0,0,0,0,0,1
747,4,1,36,0,0,0,0,0,1,0,0,0
748,8,0,35,1,0,0,0,1,0,0,0,0
749,4,0,38,1,0,0,0,1,0,0,0,0
750,4,0,45,1,1,0,1,0,0,0,0,0
751,2,1,45,0,1,0,0,0,0,1,0,0
752,2,0,42,0,1,0,0,0,1,0,0,0
753,5,0,46,0,0,0,1,0,0,0,0,0
754,3,1,37,1,1,0,0,0,1,0,0,0
755,8,0,36,1,0,0,0,0,0,0,0,0
756,4,1,43,1,0,0,0,0,0,0,0,0
757,6,0,45,1,1,0,0,0,1,0,0,0
759,4,1,40,0,0,0,0,1,0,0,0,0
760,3,1,36,0,0,1,0,0,0,0,0,0
761,2,1,33,1,1,1,0,0,0,0,0,0
763,2,1,40,1,0,0,0,0,0,1,0,0
764,4,1,36,1,1,0,0,0,0,0,0,0
765,3,1,41,0,1,0,0,0,0,0,0,1
766,3,0,43,0,0,0,0,0,1,0,0,0
768,4,1,35,0,1,0,0,0,0,0,0,1
769,4,0,30,0,1,0,0,1,0,0,0,0
770,4,0,38,0,1,0,0,0,0,1,0,0
771,6,0,41,1,1,0,0,1,0,0,0,0
773,2,0,49,1,1,0,0,0,0,0,1,0
774,3,1,34,1,1,0,0,1,0,0,0,0
776,4,0,33,1,1,1,0,0,0,0,0,0
777,5,0,40,0,1,0,0,0,1,0,0,0
778,4,0,46,0,0,0,0,0,0,0,1,0
779,5,0,30,1,0,0,1,0,0,0,0,0
780,8,0,45,1,1,0,0,1,0,0,0,0
781,7,0,44,0,0,0,0,0,1,0,0,0
782,4,0,39,1,0,0,0,0,0,0,1,0
784,5,0,38,1,0,0,0,1,0,0,0,0
785,3,1,39,0,1,0,0,0,0,1,0,0
786,8,0,43,1,1,0,0,0,0,0,0,0
787,3,1,27,1,1,0,0,1,0,0,0,0
789,2,0,47,0,0,0,0,0,0,1,0,0
790,6,0,40,0,0,0,1,0,0,0,0,0
792,9,1,38,1,1,0,0,0,0,0,0,1
793,3,1,38,1,1,0,0,0,0,0,1,0
794,3,1,47,0,1,0,0,0,1,0,0,0
795,2,1,38,0,0,0,0,0,0,1,0,0
796,5,1,39,1,0,0,0,0,0,0,0,0
797,3,0,32,1,0,0,0,1,0,0,0,0
798,3,0,44,1,0,0,0,0,0,1,0,0
799,2,1,39,1,1,1,0,0,0,0,0,0
800,2,1,45,0,1,0,0,0,0,0,1,0
801,5,0,40,1,1,0,0,0,0,0,0,0
802,3,0,42,0,0,0,0,0,0,0,0,1
804,4,0,50,1,1,0,0,0,0,0,0,0
805,5,0,31,1,0,0,0,0,1,0,0,0
806,2,0,43,0,0,0,0,0,0,0,1,0
807,2,0,37,0,1,0,0,0,0,0,0,1
808,2,0,44,0,0,0,0,0,0,0,0,0
810,7,1,36,1,1,0,0,0,0,0,1,0
812,3,0,35,1,0,1,0,0,0,0,0,0
814,3,0,31,0,1,0,0,0,0,0,0,1
815,1,0,38,0,1,0,0,0,1,0,0,0
816,3,1,49,1,0,0,0,0,0,0,1,0
817,4,0,44,1,1,0,0,0,0,1,0,0
819,6,1,46,1,0,0,1,0,0,0,0,0
820,7,1,45,0,1,0,0,1,0,0,0,0
821,7,1,38,1,1,0,0,1,0,0,0,0
822,3,0,47,0,0,0,0,0,0,0,0,0
823,7,1,27,1,1,0,0,1,0,0,0,0
824,3,0,40,0,1,1,0,0,0,0,0,0
827,3,0,40,1,0,0,0,0,0,0,1,0
828,4,1,46,0,1,0,0,0,0,0,0,1
829,5,0,38,0,1,0,1,0,0,0,0,0
830,5,1,39,1,1,1,0,0,0,0,0,0
831,7,1,41,1,1,1,0,0,0,0,0,0
832,5,1,44,0,1,0,0,1,0,0,0,0
833,3,1,37,0,0,0,0,0,0,1,0,0
834,9,1,45,0,1,0,0,0,0,1,0,0
835,1,1,44,1,1,0,0,0,0,0,1,0
836,3,1,42,1,0,0,0,0,1,0,0,0
837,4,1,46,1,0,0,0,1,0,0,0,0
839,4,1,43,0,0,0,0,0,0,0,0,0
840,6,1,43,1,0,0,0,0,0,0,0,1
841,7,0,30,1,0,1,0,0,0,0,0,0
842,8,1,40,0,0,0,0,0,0,1,0,0
843,4,0,41,0,0,0,0,0,0,0,0,1
844,2,1,35,1,1,0,0,0,0,1,0,0
845,3,0,38,0,1,0,0,0,0,1,0,0
847,6,0,44,0,0,1,0,0,0,0,0,0
848,5,0,42,0,1,0,0,0,0,1,0,0
849,3,0,40,0,1,1,0,0,0,0,0,0
851,2,1,39,0,0,0,1,0,0,0,0,0
852,2,1,40,0,0,0,0,0,0,0,1,0
853,5,0,48,0,0,0,0,0,1,0,0,0
854,2,1,38,1,1,0,0,0,0,0,0,1
856,4,1,44,0,1,0,0,0,0,0,1,0
858,3,0,41,1,1,0,1,0,0,0,0,0
859,6,1,40,0,0,0,1,0,0,0,0,0
860,4,0,44,1,1,0,1,0,0,0,0,0
861,6,1,40,0,0,1,0,0,0,0,0,0
862,6,0,43,1,1,0,1,0,0,0,0,0
865,8,0,46,0,0,0,0,1,0,0,0,0
866,2,0,41,0,0,1,0,0,0,0,0,0
867,3,0,42,0,0,0,0,0,0,0,0,1
868,4,1,32,1,1,0,0,0,0,0,0,1
869,7,0,35,1,1,0,0,0,0,1,0,0
870,3,0,44,1,1,1,0,0,0,0,0,0
871,4,0,45,0,0,0,0,0,1,0,0,0
872,5,1,37,0,0,0,0,0,0,0,1,0
873,1,0,48,0,1,0,0,0,0,0,0,0
874,3,1,34,1,1,0,0,0,0,0,0,1
875,4,0,39,1,0,1,0,0,0,0,0,0
876,4,0,55,0,0,0,0,1,0,0,0,0
877,2,0,38,1,0,0,1,0,0,0,0,0
878,4,1,40,1,0,0,0,0,0,1,0,0
879,2,1,37,0,1,0,1,0,0,0,0,0
880,3,1,40,1,1,0,1,0,0,0,0,0
881,5,0,39,1,0,0,0,0,0,1,0,0
882,5,0,46,1,1,1,0,0,0,0,0,0
883,2,1,38,1,1,0,1,0,0,0,0,0
884,4,1,39,0,0,0,0,0,1,0,0,0
886,4,1,39,0,1,0,0,1,0,0,0,0
887,5,0,37,0,1,0,0,0,0,1,0,0
888,5,0,43,1,0,0,0,1,0,0,0,0
889,2,1,40,1,1,0,0,0,1,0,0,0
890,5,1,40,0,0,0,0,0,0,0,0,1
891,2,0,37,1,0,1,0,0,0,0,0,0
893,2,0,40,0,0,0,1,0,0,0,0,0
894,3,0,39,0,1,0,0,0,0,0,0,1
895,3,1,48,0,1,0,0,0,1,0,0,0
896,3,0,37,1,0,0,0,0,1,0,0,0
897,3,1,43,0,1,0,1,0,0,0,0,0
898,5,1,39,1,1,0,0,0,0,0,1,0
901,6,0,36,1,0,0,0,1,0,0,0,0
902,6,0,48,1,1,0,0,0,0,1,0,0
904,3,0,48,1,1,0,0,0,1,0,0,0
905,3,0,42,0,0,0,0,0,0,0,1,0
906,7,0,39,0,1,1,0,0,0,0,0,0
907,2,0,33,1,0,0,0,0,0,0,0,1
908,4,0,40,1,1,0,0,0,1,0,0,0
909,8,1,33,1,1,1,0,0,0,0,0,0
910,3,1,51,0,1,0,0,1,0,0,0,0
911,5,1,47,0,1,0,0,0,0,1,0,0
912,3,1,40,1,1,0,0,1,0,0,0,0
913,7,0,43,1,1,0,0,0,0,0,1,0
914,8,0,40,0,1,0,0,0,0,0,0,0
915,2,0,32,0,1,0,0,0,0,1,0,0
916,5,1,34,0,1,0,0,0,0,1,0,0
917,4,0,40,0,1,0,0,0,1,0,0,0
920,3,0,40,0,1,0,0,0,0,0,0,1
923,2,1,45,1,0,0,0,0,0,1,0,0
924,6,1,49,0,1,0,0,1,0,0,0,0
926,1,0,43,0,0,0,0,0,0,1,0,0
927,5,0,37,1,0,0,0,0,0,0,1,0
929,2,1,47,0,1,0,0,0,0,0,0,1
930,5,0,41,0,0,0,0,0,0,0,0,1
931,3,1,39,0,0,0,0,0,0,0,0,0
932,3,1,52,0,1,0,0,0,0,0,0,0
933,6,1,40,1,1,0,0,0,1,0,0,0
936,1,0,41,1,1,0,0,1,0,0,0,0
937,6,0,34,1,0,1,0,0,0,0,0,0
940,3,0,36,0,0,0,1,0,0,0,0,0
941,3,1,36,1,1,0,0,1,0,0,0,0
942,3,0,39,1,0,0,0,0,0,0,0,1
944,6,1,44,0,1,0,0,0,0,0,1,0
945,7,0,47,1,1,0,0,0,0,0,0,0
946,3,0,28,1,1,0,0,0,0,0,0,0
947,6,0,42,1,1,1,0,0,0,0,0,0
948,2,0,41,0,1,1,0,0,0,0,0,0
949,7,1,47,1,0,0,0,0,0,0,1,0
950,3,1,39,1,1,1,0,0,0,0,0,0
952,5,0,31,0,1,0,1,0,0,0,0,0
953,2,1,40,1,1,0,0,0,0,0,1,0
955,3,1,42,1,1,0,1,0,0,0,0,0
956,5,0,42,0,1,0,0,1,0,0,0,0
958,7,1,36,1,1,0,0,0,0,0,1,0
960,4,1,44,0,0,1,0,0,0,0,0,0
961,4,0,50,0,1,0,0,0,0,1,0,0
962,2,0,41,0,1,0,0,0,0,1,0,0
963,5,0,43,1,1,0,0,1,0,0,0,0
964,2,0,49,0,0,1,0,0,0,0,0,0
965,2,0,44,1,1,0,0,0,0,0,0,0
967,3,1,42,1,0,0,0,1,0,0,0,0
968,4,1,44,0,1,0,0,0,0,0,0,0
969,3,0,35,0,1,0,0,0,0,0,0,0
970,2,0,44,1,1,0,0,0,0,0,1,0
971,2,0,40,0,1,0,1,0,0,0,0,0
973,7,1,38,0,1,0,0,1,0,0,0,0
974,3,0,39,0,1,1,0,0,0,0,0,0
977,2,0,46,1,1,0,0,0,1,0,0,0
978,4,1,40,1,0,1,0,0,0,0,0,0
980,1,0,38,0,1,0,1,0,0,0,0,0
982,7,0,43,0,0,1,0,0,0,0,0,0
983,3,0,34,1,0,0,0,0,0,1,0,0
984,4,0,51,1,1,0,0,0,0,0,0,0
986,3,0,38,1,0,1,0,0,0,0,0,0
987,2,1,38,0,1,0,1,0,0,0,0,0
988,8,1,48,1,0,0,0,0,0,0,1,0
989,4,0,41,1,1,0,0,0,0,0,0,1
990,5,1,48,1,1,0,0,0,1,0,0,0
991,6,1,47,0,1,0,0,0,0,0,0,1
992,5,0,40,0,1,0,0,1,0,0,0,0
993,4,0,44,1,1,1,0,0,0,0,0,0
994,4,1,33,1,1,0,0,0,0,0,0,0
995,4,1,37,1,1,0,1,0,0,0,0,0
996,6,0,38,0,1,0,0,0,0,0,0,0
997,7,0,42,1,1,0,0,0,0,0,0,0
998,5,1,43,0,1,0,0,0,0,0,0,1
999,6,0,46,1,1,0,0,1,0,0,0,0
1000,4,1,43,0,0,1,0,0,0,0,0,0
1002,5,0,30,1,0,0,0,0,0,1,0,0
1003,4,1,40,1,1,1,0,0,0,0,0,0
1004,3,0,47,0,0,1,0,0,0,0,0,0
1005,2,1,41,0,1,0,0,1,0,0,0,0
1008,5,1,37,1,1,0,0,0,1,0,0,0
1009,6,1,43,1,0,0,0,0,0,1,0,0
1010,3,1,41,0,1,0,0,1,0,0,0,0
1011,5,1,38,1,1,0,1,0,0,0,0,0
1012,5,1,41,1,0,0,0,1,0,0,0,0
1015,5,1,35,1,1,0,0,0,0,1,0,0
1016,2,1,40,0,0,0,1,0,0,0,0,0
1017,5,0,32,0,1,0,0,1,0,0,0,0
1019,5,0,43,0,0,0,1,0,0,0,0,0
1020,3,1,38,1,1,0,0,0,0,0,0,1
1021,4,1,44,1,1,0,1,0,0,0,0,0
1022,2,1,38,1,1,0,0,0,0,0,0,1
1023,6,1,36,0,0,0,0,0,0,1,0,0
1024,6,0,46,1,0,0,0,0,1,0,0,0
1025,5,0,42,1,0,0,0,0,1,0,0,0
1026,3,0,35,1,0,0,0,0,0,0,1,0
1028,6,0,36,0,1,0,0,1,0,0,0,0
1029,6,0,47,1,1,0,0,0,0,0,0,1
1030,5,0,41,1,1,0,0,0,0,0,0,0
1031,3,0,39,1,0,1,0,0,0,0,0,0
1032,5,1,36,0,0,1,0,0,0,0,0,0
1033,4,1,46,0,0,0,0,0,0,1,0,0
1035,2,0,46,0,0,0,0,0,0,0,0,1
1038,6,0,37,1,0,0,0,1,0,0,0,0
1039,2,0,40,0,1,0,0,1,0,0,0,0
1041,6,1,32,0,0,0,0,0,0,1,0,0
1042,4,0,41,0,0,0,0,0,0,0,0,0
1043,6,1,40,0,1,0,0,0,1,0,0,0
1044,4,0,34,1,0,1,0,0,0,0,0,0
1045,5,1,48,1,0,0,0,1,0,0,0,0
1047,2,0,37,0,1,0,0,0,0,0,0,0
1048,4,0,39,0,1,0,0,0,0,1,0,0
1050,2,0,47,1,1,0,1,0,0,0,0,0
1051,4,1,40,0,1,0,0,0,0,0,1,0
1053,3,1,41,1,0,0,0,1,0,0,0,0
1054,2,0,41,1,1,0,1,0,0,0,0,0
1055,6,0,34,1,1,1,0,0,0,0,0,0
1056,3,0,43,1,1,0,0,0,0,0,0,1
1057,5,0,39,1,0,0,0,1,0,0,0,0
1058,3,1,43,0,1,0,0,0,0,0,0,1
1059,2,0,38,0,1,0,1,0,0,0,0,0
1060,4,0,40,1,1,0,1,0,0,0,0,0
1061,5,1,33,1,1,0,0,0,0,1,0,0
1063,3,0,40,1,0,0,0,0,0,0,0,1
1066,3,1,40,0,1,0,0,0,1,0,0,0
1067,4,0,37,1,1,0,0,0,0,0,1,0
1068,3,1,40,1,1,0,0,0,0,0,0,0
1069,5,1,29,0,0,0,0,0,0,0,1,0
1071,1,0,47,0,0,0,0,0,0,0,0,1
1072,4,1,34,0,1,0,0,0,0,0,0,0
1073,6,1,40,1,0,1,0,0,0,0,0,0
1074,4,1,39,0,0,0,0,0,0,0,0,0
1075,6,1,40,0,1,0,0,1,0,0,0,0
1077,6,0,44,0,0,1,0,0,0,0,0,0
1079,3,1,36,1,1,0,0,0,1,0,0,0
1080,7,1,39,1,1,0,1,0,0,0,0,0
1081,3,1,40,1,0,0,0,0,0,0,0,1
1082,4,1,34,0,0,0,0,1,0,0,0,0
1083,3,0,48,1,1,0,1,0,0,0,0,0
1084,4,1,41,0,1,0,0,0,0,0,0,1
1085,2,0,33,1,0,0,0,0,0,0,0,0
1086,3,0,47,0,0,0,0,0,0,1,0,0
1087,4,1,50,0,1,0,0,1,0,0,0,0
1088,7,0,37,0,1,0,0,0,1,0,0,0
1089,3,0,42,0,0,0,0,0,0,1,0,0
1090,2,1,46,0,1,0,0,0,0,0,0,1
1093,5,1,43,0,1,0,0,0,0,0,0,0
1094,4,1,44,1,0,0,0,0,0,0,1,0
1096,6,1,39,0,0,0,0,0,0,0,0,0
1097,6,1,43,1,0,0,0,1,0,0,0,0
1098,9,0,38,0,1,0,0,0,0,0,0,1
1099,3,0,40,0,1,0,0,0,1,0,0,0
1100,4,0,40,1,0,0,0,0,0,0,0,0
1102,3,0,44,1,1,0,0,1,0,0,0,0
1103,4,1,38,0,0,0,0,0,0,0,1,0
1105,7,0,34,0,0,0,0,0,1,0,0,0
1106,5,0,45,1,1,0,0,0,0,1,0,0
1107,4,0,46,1,1,0,0,0,0,0,1,0
1108,2,1,35,0,0,0,0,1,0,0,0,0
1109,5,0,40,1,0,0,0,1,0,0,0,0
1110,3,0,40,0,1,0,1,0,0,0,0,0
1111,3,1,39,0,0,0,0,0,0,0,0,0
1112,3,1,40,0,1,1,0,0,0,0,0,0
1113,8,0,46,1,0,0,0,0,0,0,0,1
1114,3,1,44,1,1,0,0,0,0,0,1,0
1115,3,0,34,0,1,1,0,0,0,0,0,0
1116,2,0,40,1,0,1,0,0,0,0,0,0
1117,7,0,48,1,0,0,1,0,0,0,0,0
1118,3,0,31,1,1,0,0,0,0,0,0,1
1119,3,0,45,0,1,0,0,1,0,0,0,0
1120,7,0,50,1,1,0,0,0,1,0,0,0
1121,4,0,46,0,0,0,0,1,0,0,0,0
1123,6,0,44,1,1,0,0,1,0,0,0,0
1124,5,0,41,0,0,1,0,0,0,0,0,0
1125,3,1,41,1,1,0,0,0,0,0,1,0
1127,3,1,40,1,1,1,0,0,0,0,0,0
1128,4,1,42,0,1,0,0,0,1,0,0,0
1129,3,0,42,1,0,0,0,0,0,0,0,1
1131,4,1,43,0,1,0,0,0,0,1,0,0
1132,3,1,42,0,1,0,0,0,1,0,0,0
1133,1,1,41,1,0,1,0,0,0,0,0,0
1135,7,0,46,0,1,0,0,0,0,0,0,1
1136,3,0,37,1,0,0,0,0,1,0,0,0
1137,3,0,49,1,1,0,0,0,1,0,0,0
1138,5,1,34,1,1,0,0,0,1,0,0,0
1139,3,0,47,0,0,0,0,1,0,0,0,0
1140,1,0,45,0,1,0,0,0,0,0,1,0
1141,2,1,45,1,0,0,0,0,1,0,0,0
1142,4,0,39,1,0,0,0,0,0,0,0,1
1143,4,0,38,0,1,0,0,0,0,0,0,0
1144,4,1,41,0,1,0,0,1,0,0,0,0
1146,6,1,31,1,1,0,0,0,0,0,0,0
1148,5,0,36,0,1,0,0,1,0,0,0,0
1149,4,0,34,0,1,0,0,1,0,0,0,0
1151,4,0,40,1,0,0,0,0,0,0,0,1
1152,4,1,41,0,1,0,0,1,0,0,0,0
1153,4,0,44,1,0,0,1,0,0,0,0,0
1154,3,0,46,0,0,0,0,0,0,0,0,1
1155,5,1,34,0,0,0,0,0,0,0,0,1
1156,5,1,36,0,0,0,0,0,1,0,0,0
1157,5,0,33,1,0,0,1,0,0,0,0,0
1158,3,0,39,0,1,0,0,1,0,0,0,0
1159,5,0,53,1,1,0,0,1,0,0,0,0
1160,3,1,39,1,1,0,0,0,0,0,0,1
1162,4,0,44,0,0,0,0,0,1,0,0,0
1163,2,0,37,1,0,0,0,0,1,0,0,0
1165,4,1,40,1,1,0,1,0,0,0,0,0
1166,6,1,46,1,0,0,1,0,0,0,0,0
1167,3,0,40,0,0,0,0,0,0,0,1,0
1168,2,0,35,1,1,1,0,0,0,0,0,0
1169,4,1,40,0,0,0,0,0,0,0,1,0
1170,5,1,46,0,1,0,0,0,1,0,0,0
1172,6,1,44,0,1,0,0,0,0,0,1,0
1173,6,0,39,0,1,0,0,0,0,0,0,1
1175,6,0,40,0,1,0,0,0,0,0,1,0
1176,5,0,36,1,0,1,0,0,0,0,0,0
1177,5,1,38,0,0,0,0,1,0,0,0,0
1179,4,1,47,0,1,1,0,0,0,0,0,0
1180,4,1,43,0,1,0,1,0,0,0,0,0
1181,5,0,40,0,1,0,0,0,0,0,0,0
1182,5,1,47,0,1,1,0,0,0,0,0,0
1183,7,1,47,1,0,1,0,0,0,0,0,0
1184,3,0,37,0,1,0,0,0,0,0,1,0
1186,6,1,36,0,0,1,0,0,0,0,0,0
1188,7,1,42,1,0,0,0,0,0,1,0,0
1189,4,0,35,0,1,0,0,0,1,0,0,0
1190,4,1,44,1,0,0,0,0,1,0,0,0
1191,2,1,38,0,0,0,0,0,1,0,0,0
1193,2,1,48,0,1,0,0,0,0,0,0,0
1194,6,1,36,0,0,0,0,0,1,0,0,0
1195,4,0,48,0,0,0,0,0,0,0,0,0
1197,5,1,39,1,1,1,0,0,0,0,0,0
1198,1,0,44,0,1,0,0,0,0,1,0,0
1200,2,1,31,1,1,0,1,0,0,0,0,0
1202,4,1,40,1,1,0,0,1,0,0,0,0
1203,5,1,36,0,0,0,0,0,0,1,0,0
1205,5,1,44,0,1,0,0,0,0,1,0,0
1206,3,0,40,0,1,0,0,0,1,0,0,0
1207,3,0,42,1,1,0,0,0,0,0,0,0
1208,6,1,42,0,1,0,0,0,0,1,0,0
1209,4,0,33,1,0,0,0,0,1,0,0,0
1210,3,0,40,1,0,0,0,1,0,0,0,0
1211,7,1,37,1,1,0,0,0,0,0,0,1
1212,4,0,49,1,1,0,0,0,0,1,0,0
1213,4,0,38,1,0,1,0,0,0,0,0,0
1214,5,0,33,0,0,1,0,0,0,0,0,0
1215,3,0,40,1,0,1,0,0,0,0,0,0
1217,5,0,33,0,0,0,0,1,0,0,0,0
1218,3,0,47,1,1,1,0,0,0,0,0,0
1219,6,1,43,0,1,0,0,0,0,0,0,0
1221,2,1,42,0,1,0,0,0,0,0,1,0
1223,3,1,43,0,0,0,0,0,0,1,0,0
1224,6,0,34,0,1,0,0,0,1,0,0,0
1225,6,0,34,1,0,0,0,0,1,0,0,0
1226,7,1,52,0,1,0,0,0,0,0,0,0
1227,1,1,41,1,0,0,0,1,0,0,0,0
1228,7,1,31,0,1,0,0,0,0,0,0,0
1229,5,0,40,1,1,0,0,0,0,1,0,0
1230,3,0,45,0,0,0,0,0,0,0,0,0
1231,3,0,36,1,0,0,0,0,0,0,1,0
1232,4,0,34,0,1,0,1,0,0,0,0,0
1233,2,1,46,1,0,0,0,0,0,1,0,0
1234,1,1,37,1,1,1,0,0,0,0,0,0
1235,3,0,33,1,1,0,0,0,0,0,0,0
1236,1,0,40,0,1,0,0,0,0,0,0,1
1237,3,1,43,0,1,0,1,0,0,0,0,0
1238,4,0,40,1,1,0,1,0,0,0,0,0
1239,3,0,42,1,1,0,0,0,0,0,1,0
1240,2,1,41,0,1,0,0,1,0,0,0,0
1241,4,1,40,0,0,1,0,0,0,0,0,0
1242,5,1,49,0,1,0,1,0,0,0,0,0
1243,4,0,42,1,1,0,1,0,0,0,0,0
1244,3,1,37,1,1,0,0,0,0,0,1,0
1245,6,1,38,1,1,0,0,0,0,0,1,0
1246,7,1,33,0,0,0,0,0,0,0,0,1
1247,5,0,40,0,0,0,0,0,1,0,0,0
1249,4,1,44,1,0,1,0,0,0,0,0,0
1251,4,1,40,1,1,0,0,0,0,0,0,0
1253,2,1,35,1,1,0,0,0,1,0,0,0
1256,3,0,29,1,0,1,0,0,0,0,0,0
1257,3,0,52,0,0,0,0,0,0,0,0,1
1258,7,0,47,1,1,0,0,0,0,0,0,0
1259,4,1,42,1,1,0,1,0,0,0,0,0
1260,4,0,44,1,1,0,0,0,0,0,1,0
1261,4,0,42,1,0,0,0,0,0,0,0,0
1264,5,1,39,1,1,0,0,0,0,1,0,0
1265,6,0,42,1,1,1,0,0,0,0,0,0
1266,2,1,40,0,0,0,0,0,1,0,0,0
1267,2,0,53,1,1,0,0,0,1,0,0,0
1268,2,1,32,1,1,0,0,1,0,0,0,0
1269,6,1,38,1,1,0,0,0,0,0,1,0
1270,1,0,40,0,1,1,0,0,0,0,0,0
1271,4,1,46,0,1,0,0,0,0,0,0,1
1272,2,1,45,0,1,0,0,0,0,0,0,1
1273,2,1,34,1,1,0,0,0,0,0,0,1
1275,3,1,39,0,1,1,0,0,0,0,0,0
1276,6,0,35,0,0,0,1,0,0,0,0,0
1277,5,0,41,1,1,0,0,0,0,0,0,0
1278,4,1,32,0,0,0,0,0,0,1,0,0
1279,7,0,34,1,0,0,0,0,0,0,1,0
1282,5,0,33,0,1,0,0,0,0,1,0,0
1283,7,1,37,1,1,0,0,0,0,0,0,1
1284,1,0,41,1,1,0,0,1,0,0,0,0
1285,5,0,42,1,0,0,0,0,1,0,0,0
1287,5,1,40,0,0,0,0,0,0,0,0,0
1288,2,0,35,0,1,0,0,0,0,0,1,0
1289,4,0,36,0,1,0,1,0,0,0,0,0
1290,3,1,47,0,1,0,0,0,1,0,0,0
1291,4,0,37,1,0,0,0,0,0,0,0,1
1292,4,1,36,0,1,0,1,0,0,0,0,0
1295,6,0,32,1,0,0,0,0,0,1,0,0
1296,4,0,33,1,0,0,0,0,0,0,1,0
1297,4,0,38,1,0,0,0,0,0,1,0,0
1300,8,1,48,1,0,0,1,0,0,0,0,0
1304,3,0,38,1,0,0,0,0,0,0,0,0
1308,5,1,45,0,1,0,0,0,0,0,0,0
